created_at,raw_text,likes_count,reply_count,source,is_spam,clean_text,normalized_text,final_text,text_length,word_count,clean_text_length,clean_word_count,label,annotator_id,labeling_date,confidence,notes
2026-03-23T02:22:45.000Z,"Mantap bu, anak ibu dapet makan gratis dgn nominal 10 rb sehari sedangkan yg ounya dapur cuma dapet 2-3rb per porsi ditambah 6 juta per hari, untung banget anak ibu bisa dapet makan 10 rb ga kaya kepala dapur 🤣🤣",0,,tiktok,False,"mantap bu, anak dapet makan gratis nominal rb sehari ounya dapur dapet - rb porsi ditambah juta hari, untung anak dapet makan rb tidak kaya kepala dapur 🤣🤣","mantap bu, anak ibu dapet makan gratis dengan nominal rb sehari sedangkan yg ounya dapur cuma dapet - rb per porsi ditambah juta per hari, untung banget anak ibu bisa dapet makan rb tidak kaya kepala dapur 🤣🤣","mantap bu, anak dapet makan gratis nominal rb sehari ounya dapur dapet - rb porsi ditambah juta hari, untung anak dapet makan rb tidak kaya kepala dapur 🤣🤣",211.0,40.0,155,28,,,,,
2026-03-23T06:04:54.000Z,paling ingin di bilang realisasi janji kampanye,0,,tiktok,False,bilang realisasi janji kampanye,paling ingin di bilang realisasi janji kampanye,bilang realisasi janji kampanye,47.0,7.0,31,4,,,,,
2026-03-23T23:06:41.000Z,"Pak presiden yg terhormat ,program mbg bpk memang bagus,tp tlg pak pelaksanaannya di bawah di cek,banyak yg ngak sesuai",0,0.0,tiktok,False,"presiden terhormat ,program makan bergizi gratis bpk bagus,tp tolong pelaksanaannya cek,banyak tidak sesuai","pak presiden yg terhormat ,program makan bergizi gratis bpk memang bagus,tp tolong pak pelaksanaannya di bawah di cek,banyak yg tidak sesuai","presiden terhormat ,program makan bergizi gratis bpk bagus,tp tolong pelaksanaannya cek,banyak tidak sesuai",119.0,19.0,107,13,,,,,
2026-03-23T03:52:11.000Z,"lah presiden kok argumennya
""daripada dikorupsi pejabat? ""
lah justru 335 tiliun setahun dana MBG itu lbh potensial utk dikorupsi penyelenggaraannya pak 😂",0,0.0,tiktok,False,"presiden argumennya ""daripada dikorupsi pejabat? "" tiliun setahun dana makan bergizi gratis potensial dikorupsi penyelenggaraannya","lah presiden kok argumennya ""daripada dikorupsi pejabat? "" lah justru tiliun setahun dana makan bergizi gratis itu lebih potensial untuk dikorupsi penyelenggaraannya pak","presiden argumennya ""daripada dikorupsi pejabat? "" tiliun setahun dana makan bergizi gratis potensial dikorupsi penyelenggaraannya",154.0,23.0,130,15,,,,,
2026-03-24T00:04:14.000Z,sampai wafat juga gak papa,1,,tiktok,False,wafat tidak papa,sampai wafat juga tidak papa,wafat tidak papa,26.0,5.0,16,3,,,,,
2026-03-22T14:01:17.000Z,"Sepakat, kalau spt itu kecil kemungkinan utk dikorupsi beda kalau program makan ini",0,,tiktok,False,"sepakat, dikorupsi beda program makan","sepakat, kalau seperti itu kecil kemungkinan untuk dikorupsi beda kalau program makan ini","sepakat, dikorupsi beda program makan",83.0,13.0,37,5,,,,,
2026-03-24T04:37:18.000Z,Negara lain beda dengan negara kita mbak.. di sini tikusnya luar biasa mah rakusnya..,0,,tiktok,False,negara beda negara mbak.. tikusnya rakusnya..,negara lain beda dengan negara kita mbak.. di sini tikusnya luar biasa mah rakusnya..,negara beda negara mbak.. tikusnya rakusnya..,85.0,14.0,45,6,,,,,
2026-03-23T07:42:26.000Z,ceo mbg😅,0,0.0,tiktok,False,ceo makan bergizi gratis,ceo makan bergizi gratis,ceo makan bergizi gratis,8.0,2.0,24,4,,,,,
2026-03-22T17:11:30.000Z,tanpa mbg rakyat masih bisa makan .mbg bukan solusi,1,0.0,tiktok,False,makan bergizi gratis rakyat makan makan bergizi gratis bukan solusi,tanpa makan bergizi gratis rakyat masih bisa makan makan bergizi gratis bukan solusi,makan bergizi gratis rakyat makan makan bergizi gratis bukan solusi,51.0,9.0,67,10,,,,,
2026-03-22T22:49:07.000Z,anak anak orng miskin di kasih duit haram dapet korupsi di racun generasi kita,0,,tiktok,False,anak anak orng miskin kasih duit haram dapet korupsi racun generasi,anak anak orng miskin di kasih duit haram dapet korupsi di racun generasi kita,anak anak orng miskin kasih duit haram dapet korupsi racun generasi,78.0,14.0,67,11,,,,,
2026-03-23T14:06:51.000Z,lanjutkan MBG Pak. sy perhatikan sejak ada MBG murid sy tinggi tinggi ginuk ginuk pipinya yang d minum susu buahnya fres.Tapi sayang anak sy yg kerja jadi KA SPPI tanpa alasan yang jelas d ganti SPPI yg baru d tempat kerjanya gajinya bulan Januari Februari d tahan dak cair minta tolong Pak anak sy d panggil lagi kerja nya,0,0.0,tiktok,False,lanjutkan makan bergizi gratis pak. perhatikan makan bergizi gratis murid ginuk ginuk pipinya d minum susu buahnya fres.tapi sayang anak kerja ka sppi alasan d ganti sppi d kerjanya gajinya januari februari d tahan dak cair tolong anak d panggil kerja nya,lanjutkan makan bergizi gratis pak. saya perhatikan sejak ada makan bergizi gratis murid saya tinggi tinggi ginuk ginuk pipinya yang d minum susu buahnya fres.tapi sayang anak saya yg kerja jadi ka sppi tanpa alasan yang jelas d ganti sppi yg baru d tempat kerjanya gajinya bulan januari februari d tahan dak cair minta tolong pak anak saya d panggil lagi kerja nya,lanjutkan makan bergizi gratis pak. perhatikan makan bergizi gratis murid ginuk ginuk pipinya d minum susu buahnya fres.tapi sayang anak kerja ka sppi alasan d ganti sppi d kerjanya gajinya januari februari d tahan dak cair tolong anak d panggil kerja nya,323.0,59.0,255,42,,,,,
2026-03-23T03:21:10.000Z,Sehat selalu Pak PRESIDEN ku pak PRABOWO SUBIANTO Tuhan YESHUA HAMASHIAKH Memberkati dan menjagamu pak mu 🙏😇,0,0.0,tiktok,False,sehat presiden ku prabowo subianto tuhan yeshua hamashiakh memberkati menjagamu mu,sehat selalu pak presiden ku pak prabowo subianto tuhan yeshua hamashiakh memberkati dan menjagamu pak mu,sehat presiden ku prabowo subianto tuhan yeshua hamashiakh memberkati menjagamu mu,108.0,17.0,82,11,,,,,
2026-03-23T08:53:33.000Z,"Betul kak, saya tau sisi gelapnya, bahkan kamu kalo punya ruko buat dijadiin dapur mbg untung sekali, punya mobil buat di sewain buat jadi mobil mbg juga untung, yaa tapi hanya segelintir orang aja, jadi yang kaya makin kaya 😁",0,,tiktok,False,"kak, tau sisi gelapnya, ruko dijadiin dapur makan bergizi gratis untung sekali, mobil sewain mobil makan bergizi gratis untung, yaa segelintir orang aja, kaya kaya","betul kak, saya tau sisi gelapnya, bahkan kamu kalau punya ruko buat dijadiin dapur makan bergizi gratis untung sekali, punya mobil buat di sewain buat jadi mobil makan bergizi gratis juga untung, yaa tapi hanya segelintir orang aja, jadi yang kaya makin kaya","kak, tau sisi gelapnya, ruko dijadiin dapur makan bergizi gratis untung sekali, mobil sewain mobil makan bergizi gratis untung, yaa segelintir orang aja, kaya kaya",226.0,40.0,163,25,,,,,
2026-03-24T02:23:33.000Z,Mbg stop kalo sudah bangkrut negara ini,0,0.0,tiktok,False,makan bergizi gratis stop bangkrut negara,makan bergizi gratis stop kalau sudah bangkrut negara ini,makan bergizi gratis stop bangkrut negara,39.0,7.0,41,6,,,,,
2026-03-22T14:05:56.000Z,mbg baik jika uang diberikan ortu,37,6.0,tiktok,False,makan bergizi gratis baik uang ortu,makan bergizi gratis baik jika uang diberikan ortu,makan bergizi gratis baik uang ortu,33.0,6.0,35,6,,,,,
2026-03-23T02:22:11.000Z,"utk hemat ..utk menghindarkan korup ..langsung kasi uang ke ortunya..
tanpa biaya ..
mobil.
tukang madak .
paking
allat dapur
gaji.
dll..
ini fakta yang jelas..",0,0.0,tiktok,False,hemat menghindarkan korup ..langsung kasi uang ortunya.. biaya .. mobil. tukang madak . paking allat dapur gaji. dll.. fakta jelas..,untuk hemat untuk menghindarkan korup ..langsung kasi uang ke ortunya.. tanpa biaya .. mobil. tukang madak . paking allat dapur gaji. dll.. ini fakta yang jelas..,hemat menghindarkan korup ..langsung kasi uang ortunya.. biaya .. mobil. tukang madak . paking allat dapur gaji. dll.. fakta jelas..,160.0,26.0,132,20,,,,,
2026-03-23T03:16:42.000Z,"MBG ditutup, dananya dialihkan langsung tunai ke anak2 yg benar2 membutuhkan, cocok yg bapak bilang daripada uang tsb dikorupsikan jadi uangnya langsung ke anak yg membutuhkan tidak bisa dikorupsikan",0,0.0,tiktok,False,"makan bergizi gratis ditutup, dananya dialihkan langsung tunai anak benar membutuhkan, cocok bilang uang tsb dikorupsikan uangnya langsung anak membutuhkan tidak dikorupsikan","makan bergizi gratis ditutup, dananya dialihkan langsung tunai ke anak yg benar membutuhkan, cocok yg bapak bilang daripada uang tsb dikorupsikan jadi uangnya langsung ke anak yg membutuhkan tidak bisa dikorupsikan","makan bergizi gratis ditutup, dananya dialihkan langsung tunai anak benar membutuhkan, cocok bilang uang tsb dikorupsikan uangnya langsung anak membutuhkan tidak dikorupsikan",199.0,29.0,174,22,,,,,
2026-03-22T22:13:36.000Z,"yang kocak ngasih MBG ke anak2 di atas 5 tahun , jelas2 stunting di mulai dari hamil",4,,tiktok,False,"kocak ngasih makan bergizi gratis anak , stunting hamil","yang kocak ngasih makan bergizi gratis ke anak di atas tahun , jelas stunting di mulai dari hamil","kocak ngasih makan bergizi gratis anak , stunting hamil",84.0,17.0,55,9,,,,,
2026-03-23T14:13:09.000Z,"cuman 1 kelebihan MBG
MENGURANGI",0,0.0,tiktok,False,cuman kelebihan makan bergizi gratis mengurangi,cuman kelebihan makan bergizi gratis mengurangi,cuman kelebihan makan bergizi gratis mengurangi,32.0,5.0,47,6,,,,,
2026-03-23T08:56:32.000Z,ya programnya dikorupsi sama yg punya dapur pak bos,0,0.0,tiktok,False,iya programnya dikorupsi dapur bos,iya programnya dikorupsi sama yg punya dapur pak bos,iya programnya dikorupsi dapur bos,51.0,9.0,34,5,,,,,
2026-03-23T02:36:43.000Z,kalo anti kritik anda mungkin sekarang sudah hilang d telan bumi,0,,tiktok,False,anti kritik mungkin hilang d telan bumi,kalau anti kritik anda mungkin sekarang sudah hilang d telan bumi,anti kritik mungkin hilang d telan bumi,64.0,11.0,39,7,,,,,
2026-03-23T06:43:17.000Z,bapak gak liat apa isi dri ompreng mbg,0,0.0,tiktok,False,tidak liat isi ompreng makan bergizi gratis,bapak tidak liat apa isi dari ompreng makan bergizi gratis,tidak liat isi ompreng makan bergizi gratis,38.0,8.0,43,7,,,,,
2026-03-23T02:10:24.000Z,Itu mbg byk dikorupsi pak,0,0.0,tiktok,False,makan bergizi gratis byk dikorupsi,itu makan bergizi gratis byk dikorupsi pak,makan bergizi gratis byk dikorupsi,25.0,5.0,34,5,,,,,
2026-03-23T02:46:44.000Z,emang di mbg gak ada korupsi,1,0.0,tiktok,False,makan bergizi gratis tidak korupsi,memang di makan bergizi gratis tidak ada korupsi,makan bergizi gratis tidak korupsi,28.0,6.0,34,5,,,,,
2026-03-24T01:09:52.000Z,"kl ibu dikasi uang mentahnya tanpa di catutin dapur mbg , lbh enak mana bu?",0,,tiktok,False,"kl dikasi uang mentahnya catutin dapur makan bergizi gratis , enak bu?","kl ibu dikasi uang mentahnya tanpa di catutin dapur makan bergizi gratis , lebih enak mana bu?","kl dikasi uang mentahnya catutin dapur makan bergizi gratis , enak bu?",75.0,15.0,70,12,,,,,
2026-03-23T03:34:38.000Z,ngapain beliau begitu ngotot ya jelas* program kurang efisien 🤭,0,0.0,tiktok,False,ngapain beliau ngotot iya jelas* program efisien 🤭,ngapain beliau begitu ngotot iya jelas* program kurang efisien 🤭,ngapain beliau ngotot iya jelas* program efisien 🤭,63.0,10.0,50,8,,,,,
2026-03-22T22:56:14.000Z,program nya emg jalan tapi dia itu gak mau cek fakta di lapangan klo bnyak MBG yg gak sesuai standar gizi. dia itu cuma duduk Terima laporan yg baik2 ajja tapi gk pernah turun ke lapa ngan,0,,tiktok,False,program nya emg jalan tidak cek fakta lapangan bnyak makan bergizi gratis tidak sesuai standar gizi. duduk terima laporan baik ajja gk turun lapa ngan,program nya emg jalan tapi dia itu tidak mau cek fakta di lapangan klo bnyak makan bergizi gratis yg tidak sesuai standar gizi. dia itu cuma duduk terima laporan yg baik ajja tapi gk pernah turun ke lapa ngan,program nya emg jalan tidak cek fakta lapangan bnyak makan bergizi gratis tidak sesuai standar gizi. duduk terima laporan baik ajja gk turun lapa ngan,188.0,37.0,150,25,,,,,
2026-03-23T00:22:06.000Z,"cuman bisa ngelus dada, ya Allah astaghfirullahalazim",0,0.0,tiktok,False,"cuman ngelus dada, iya allah astaghfirullahalazim","cuman bisa ngelus dada, iya allah astaghfirullahalazim","cuman ngelus dada, iya allah astaghfirullahalazim",53.0,7.0,49,6,,,,,
2026-03-23T02:02:27.000Z,program MBG itu sangat membantu tapi sayangnya banyak dapur MBG yg tidak mengikuti arahan pemerintah pusat soal menunya.bnyk di temukan menu yg semau-maunya itu yang membuat masyarakat kecewa dengan program MBG,0,1.0,tiktok,False,program makan bergizi gratis membantu sayangnya dapur makan bergizi gratis tidak mengikuti arahan pemerintah pusat menunya.bnyk temukan menu semau-maunya masyarakat kecewa program makan bergizi gratis,program makan bergizi gratis itu sangat membantu tapi sayangnya banyak dapur makan bergizi gratis yg tidak mengikuti arahan pemerintah pusat soal menunya.bnyk di temukan menu yg semau-maunya itu yang membuat masyarakat kecewa dengan program makan bergizi gratis,program makan bergizi gratis membantu sayangnya dapur makan bergizi gratis tidak mengikuti arahan pemerintah pusat menunya.bnyk temukan menu semau-maunya masyarakat kecewa program makan bergizi gratis,210.0,31.0,200,25,,,,,
2026-03-23T05:39:20.000Z,prabowo ngotot mempertahankan mbg. ada apa ya.,0,0.0,tiktok,False,prabowo ngotot mempertahankan makan bergizi gratis. iya.,prabowo ngotot mempertahankan makan bergizi gratis. ada apa iya.,prabowo ngotot mempertahankan makan bergizi gratis. iya.,46.0,7.0,56,7,,,,,
2026-03-23T00:34:40.000Z,untk para ibu2 kalo jd daring itu MBG gk usah diambil.,0,,tiktok,False,jd daring makan bergizi gratis gk diambil.,untuk para ibu kalau jd daring itu makan bergizi gratis gk usah diambil.,jd daring makan bergizi gratis gk diambil.,54.0,11.0,42,7,,,,,
2026-03-22T18:47:30.000Z,Dulu gw menangisi beliau. Skrg gw menangisi keputusan gw 😩🙏🏻,1,0.0,tiktok,False,gw menangisi beliau. gw menangisi keputusan gw,dulu gw menangisi beliau. sekarang gw menangisi keputusan gw,gw menangisi beliau. gw menangisi keputusan gw,60.0,10.0,46,7,,,,,
2026-03-24T03:40:07.000Z,dapat berapa sebulan dari MBG kira kira? ngebet bener😂,0,0.0,tiktok,False,sebulan makan bergizi gratis kira? ngebet bener,dapat berapa sebulan dari makan bergizi gratis kira kira? ngebet bener,sebulan makan bergizi gratis kira? ngebet bener,54.0,9.0,47,7,,,,,
